id,cell_type,ctrl_ids,curator,disease_name,do_id,geo_id,organism,pert_ids,platform,umls_cui,version
dz:913,Wrist muscles - Flexor,GSM296837|GSM296841,cadimo,cerebral palsy,DOID:1969,GSE11686,human,GSM296827|GSM296829|GSM296831|GSM296833|GSM296835|GSM296839,GPL96,C0029806,1.0
dz:918,Premature newborn umbilical cords - Lower gestational age newborns,GSM213078|GSM213082|GSM213085|GSM213088|GSM213091|GSM213092|GSM213096|GSM213100|GSM213111|GSM213117|GSM213118|GSM213120|GSM213122,cadimo,bronchopulmonary dysplasia,,GSE8586,human,GSM213074|GSM213077|GSM213083|GSM213094|GSM213095|GSM213102|GSM213103|GSM213104|GSM213107|GSM213108|GSM213112|GSM213114|GSM213115|GSM213116|GSM213119,GPL570,C0006287,1.0
dz:919,Premature newborn umbilical cords - Higher gestational age newborns,GSM213072|GSM213075|GSM213076|GSM213079|GSM213080|GSM213081|GSM213084|GSM213087|GSM213089|GSM213090|GSM213093|GSM213097|GSM213099|GSM213101|GSM213105|GSM213109|GSM213110|GSM213113|GSM213121|GSM213123|GSM213125,cadimo,bronchopulmonary dysplasia,,GSE8586,human,GSM213073|GSM213086|GSM213098|GSM213106|GSM213124,GPL570,C0006287,1.0
dz:228,Eye - Lacrimal Gland (MMHCC),GSM12941|GSM12943,Joel.Dudley,dry eye syndrome,DOID:10140,GSE844,rat,GSM12945|GSM12947|GSM12949|GSM12951|GSM12953,GPL85,C0013238,1.0
dz:229,Urothelium,GSM71019|GSM71020|GSM71021|GSM71022|GSM71023|GSM71024|GSM71025|GSM71026|GSM71027,Joel.Dudley,Urothelial carcinoma in situ,,GSE3167,human,GSM71070|GSM71072|GSM71074|GSM71076|GSM71077,GPL96,C0334267,1.0
dz:925,nickel-allergic patients whose SKINS were not exposed to nickel,GSM144362|GSM144371|GSM144376,cadimo,allergic contact dermatitis,DOID:3042,GSE6281,human,GSM144434|GSM144437|GSM144441|GSM144444,GPL570,C0162820,1.0
dz:307,Whole blood,GSM244488|GSM244489|GSM244490|GSM244491|GSM244492|GSM244493|GSM244494|GSM244495|GSM244496|GSM244497|GSM244498|GSM244507|GSM244508|GSM244509|GSM244510,Joel.Dudley,Septic Shock,,GSE9692,human,GSM244467|GSM244468|GSM244469|GSM244470|GSM244471|GSM244472|GSM244473|GSM244474|GSM244475|GSM244476|GSM244477|GSM244478|GSM244479|GSM244480|GSM244481|GSM244482|GSM244483|GSM244484|GSM244485|GSM244486|GSM244487|GSM244499|GSM244500|GSM244501|GSM244502|GSM244503|GSM244504|GSM244505|GSM244506|GSM244511,GPL570,C0036983,1.0
dz:66,Lung Tissue,GSM36424|GSM36425|GSM36426|GSM36427|GSM36428|GSM36429|GSM36430|GSM36431|GSM36434|GSM36435|GSM36437|GSM36439|GSM36440|GSM36441|GSM36442|GSM36443|GSM36444|GSM36445|GSM36446|GSM36447|GSM36448|GSM36449|GSM36450|GSM36451|GSM36454|GSM36455|GSM36456,Joel.Dudley,Lung transplant rejection,,GSE2018,human,GSM36423|GSM36432|GSM36433|GSM36436|GSM36438|GSM36452|GSM36453,GPL96,C0729958,1.0
dz:65,Intestinal Epithelium,GSM11902|GSM11903|GSM11904,Joel.Dudley,cystic fibrosis,DOID:1485,GSE765,mouse,GSM11905|GSM11906|GSM11910,GPL81,C0010674,1.0
dz:88,Myocardial tissue,GSM123536|GSM123551|GSM123575|GSM123582|GSM123639|GSM123640|GSM123641|GSM123643|GSM123644|GSM123645|GSM123646|GSM123647|GSM123649|GSM123705|GSM123709|GSM123727,Joel.Dudley,Cardiomyopathy,,GSE5406,human,GSM123518|GSM123519|GSM123520|GSM123521|GSM123522|GSM123523|GSM123524|GSM123525|GSM123526|GSM123527|GSM123528|GSM123529|GSM123530|GSM123531|GSM123532|GSM123533|GSM123534|GSM123535|GSM123537|GSM123538|GSM123539|GSM123540|GSM123541|GSM123542|GSM123543|GSM123544|GSM123545|GSM123546|GSM123547|GSM123548|GSM123549|GSM123550|GSM123552|GSM123553|GSM123554|GSM123555|GSM123556|GSM123557|GSM123558|GSM123559|GSM123560|GSM123561|GSM123562|GSM123563|GSM123564|GSM123565|GSM123566|GSM123567|GSM123568|GSM123569|GSM123570|GSM123571|GSM123572|GSM123573|GSM123574|GSM123576|GSM123577|GSM123578|GSM123579|GSM123580|GSM123581|GSM123583|GSM123584|GSM123585|GSM123586|GSM123587|GSM123588|GSM123589|GSM123590|GSM123591|GSM123592|GSM123593|GSM123594|GSM123595|GSM123596|GSM123597|GSM123598|GSM123599|GSM123600|GSM123601|GSM123602|GSM123603|GSM123604|GSM123605|GSM123606|GSM123607|GSM123608|GSM123609|GSM123610|GSM123611|GSM123612|GSM123613|GSM123614|GSM123615|GSM123616|GSM123617|GSM123618|GSM123619|GSM123620|GSM123621|GSM123622|GSM123623|GSM123624|GSM123625|GSM123626|GSM123627|GSM123628|GSM123629|GSM123630|GSM123631|GSM123632|GSM123633|GSM123634|GSM123635|GSM123636|GSM123637|GSM123638|GSM123642|GSM123648|GSM123650|GSM123651|GSM123652|GSM123653|GSM123654|GSM123655|GSM123656|GSM123657|GSM123658|GSM123659|GSM123660|GSM123661|GSM123662|GSM123663|GSM123664|GSM123665|GSM123666|GSM123667|GSM123668|GSM123669|GSM123670|GSM123671|GSM123672|GSM123673|GSM123674|GSM123675|GSM123676|GSM123677|GSM123678|GSM123679|GSM123680|GSM123681|GSM123682|GSM123683|GSM123684|GSM123685|GSM123686|GSM123687|GSM123688|GSM123689|GSM123690|GSM123691|GSM123692|GSM123693|GSM123694|GSM123695|GSM123696|GSM123697|GSM123698|GSM123699|GSM123700|GSM123701|GSM123702|GSM123703|GSM123704|GSM123706|GSM123707|GSM123708|GSM123710|GSM123711|GSM123712|GSM123713|GSM123714|GSM123715|GSM123716|GSM123717|GSM123718|GSM123719|GSM123720|GSM123721|GSM123722|GSM123723|GSM123724|GSM123725|GSM123726,GPL96,C0878544,1.0
dz:681,"motor neurons, 120 days old",GSM277573|GSM277574|GSM277575,candicek,amyotrophic lateral sclerosis,DOID:332,GSE10953,mouse,GSM277570|GSM277571|GSM277572,GPL339,C0002736,1.0
dz:682,"ventral spinal cord, motor neurons",GSM181541|GSM181542|GSM181543|GSM181544|GSM181545,candicek,amyotrophic lateral sclerosis,DOID:332,GSE7493,rat,GSM181537|GSM181538|GSM181539|GSM181540,GPL1355,C0002736,1.0
dz:683,"spinal cord, 10 weeks old",GSM75485|GSM75486|GSM75487,candicek,amyotrophic lateral sclerosis,DOID:332,GSE3343,mouse,GSM75505|GSM75506|GSM75507,GPL339,C0002736,1.0
dz:684,normal resting B cell,GSM142398|GSM142421,nbongio,diffuse large B-cell lymphoma,DOID:0050745,GSE6136,mouse,GSM142400|GSM142401|GSM142415,GPL8321,,1.0
dz:685,"ocular motor neurons, 10 weeks old",GSM75472|GSM75479|GSM75484,candicek,amyotrophic lateral sclerosis,DOID:332,GSE3343,mouse,GSM75488|GSM75489|GSM75490,GPL339,C0002736,1.0
dz:138,Lung,GSM69246|GSM69247|GSM69248|GSM69249|GSM69250|GSM69251|GSM69257|GSM69258|GSM69259|GSM69263|GSM69264|GSM69265,Joel.Dudley,cystic fibrosis,DOID:1485,GSE3100,mouse,GSM69245|GSM69255|GSM69256|GSM69266|GSM69267,GPL1261,C0010674,1.0
dz:688,"aggressive lymphoma, BRD2 trangenic",GSM142399|GSM142422|GSM142423,nbongio,diffuse large B-cell lymphoma,DOID:0050745,GSE6136,mouse,GSM142405|GSM142406|GSM142416|GSM142417|GSM142418|GSM142419|GSM142420,GPL8321,,1.0
dz:137,lymphoblast,GSM15814|GSM15815|GSM15816|GSM15817|GSM15820|GSM15867|GSM15868|GSM15869|GSM15871|GSM15873|GSM15874|GSM15876,Joel.Dudley,familial combined hyperlipidemia,DOID:13809,GSE1010,human,GSM15808|GSM15809|GSM15810|GSM15811|GSM15812|GSM15813|GSM15818|GSM15819|GSM15866|GSM15870|GSM15872|GSM15875,GPL96,C0020474,1.0
dz:135,Prostate,GSM88407|GSM88408,Joel.Dudley,prostate cancer,DOID:10283,GSE3868,human,GSM88347|GSM88351|GSM88353|GSM88360|GSM88389|GSM88390|GSM88391|GSM88392|GSM88393|GSM88394|GSM88395|GSM88396|GSM88397|GSM88398|GSM88399|GSM88400|GSM88401|GSM88402|GSM88403|GSM88404|GSM88405|GSM88406,GPL96,C0376358,1.0
dz:133,Leukocyte - Monocyte - Macrophage (MMHCC),GSM4635|GSM4640|GSM4649,Joel.Dudley,bacterial infectious disease,DOID:104,GSE6435,mouse,GSM4639|GSM4644|GSM4648,GPL256,C0004623,1.0
dz:130,Muscle - Striated (Skeletal) (MMHCC),GSM26525|GSM26526|GSM26527|GSM26528|GSM26529|GSM26530|GSM26531|GSM26532|GSM26533|GSM26534,Joel.Dudley,dermatomyositis,DOID:10223,GSE1551,human,GSM26512|GSM26513|GSM26514|GSM26515|GSM26516|GSM26517|GSM26518|GSM26519|GSM26520|GSM26521|GSM26522|GSM26523|GSM26524,GPL96,C0011633,1.0
dz:175,Dental Pulp,GSM27727|GSM27728,Joel.Dudley,"Dental cavity, complex",,GSE1629,human,GSM27725|GSM27726,GPL96,C0399396,1.0
dz:352,Placenta,GSM106249|GSM106250|GSM106274|GSM106275,Joel.Dudley,pre-eclampsia,DOID:10591,GSE4707,human,GSM106276|GSM106277|GSM106278|GSM106279|GSM106280|GSM106281|GSM106282|GSM106283|GSM106284|GSM106285,GPL1708,C0032914,1.0
dz:350,Skin tissue,GSM47616|GSM47617|GSM47618|GSM47619|GSM47620|GSM47621,Joel.Dudley,actinic keratosis,DOID:8866,GSE2503,human,GSM47612|GSM47613|GSM47614|GSM47615,GPL96,C0022602,1.0
dz:351,Blood monocyte,GSM272414|GSM272415|GSM272416,Joel.Dudley,acute T cell leukemia,DOID:5603,GSE10789,human,GSM272412|GSM272413|GSM272417,GPL3779,C0023493,1.0
dz:356,Dorsal Root Ganglia,GSM375686|GSM375687|GSM375688,Joel.Dudley,Neurological pain disorder,,GSE15041,rat,GSM375689|GSM375690|GSM375691|GSM375692|GSM375693|GSM375694,GPL1355,C0423704,1.0
dz:357,CNS - Brain - Cerebellum (MMHCC),GSM92460|GSM92475|GSM92476|GSM92477|GSM92478|GSM92479|GSM92480|GSM92481|GSM92482|GSM92483|GSM92484|GSM92485|GSM92486|GSM92487,Joel.Dudley,Schizophrenia,,GSE4036,human,GSM92461|GSM92462|GSM92463|GSM92464|GSM92465|GSM92466|GSM92467|GSM92468|GSM92469|GSM92470|GSM92471|GSM92472|GSM92473|GSM92474,GPL570,C0036341,1.0
dz:354,cardiomyocyte,GSM17077|GSM17078,Joel.Dudley,Cardiac Hypertrophy,,GSE1055,rat,GSM17079|GSM17080,GPL341,C1383860,1.0
dz:355,Lung Tissue,GSM45427|GSM45428|GSM45429|GSM45430|GSM45431|GSM45432,Joel.Dudley,Ventilator-associated lung injury,,GSE2411,mouse,GSM45433|GSM45434|GSM45435|GSM45436|GSM45437|GSM45438,GPL339,C0340257,1.0
dz:114,Muscle - Striated (Skeletal) (MMHCC),GSM30837|GSM30843,Joel.Dudley,Senescence,,GSE1786,human,GSM30838|GSM30844,GPL96,C0001792,1.0
dz:273,Myocardial tissue,GSM35562|GSM35563|GSM35564|GSM35566,Joel.Dudley,congestive heart failure,DOID:6000,GSE1988,mouse,GSM35542|GSM35543|GSM35561,GPL339,C0018801,1.0
dz:35,Skin tissue,GSM337197|GSM337198|GSM337199|GSM337200|GSM337201|GSM337202|GSM337203|GSM337204|GSM337205|GSM337206|GSM337207|GSM337208|GSM337209|GSM337210|GSM337211|GSM337212|GSM337213|GSM337214|GSM337215|GSM337216|GSM337217|GSM337218|GSM337219|GSM337220|GSM337221|GSM337222|GSM337223|GSM337224|GSM337225|GSM337226|GSM337227|GSM337228|GSM337229|GSM337230|GSM337231|GSM337232|GSM337233|GSM337234|GSM337235|GSM337236|GSM337237|GSM337238|GSM337239|GSM337240|GSM337241|GSM337242|GSM337243|GSM337244|GSM337245|GSM337246|GSM337247|GSM337248|GSM337249|GSM337250|GSM337251|GSM337252|GSM337253|GSM337254|GSM337255|GSM337256|GSM337257|GSM337258|GSM337259|GSM337260,Joel.Dudley,Psoriasis vulgaris,,GSE13355,human,GSM337319|GSM337320|GSM337321|GSM337322|GSM337323|GSM337324|GSM337325|GSM337326|GSM337327|GSM337328|GSM337329|GSM337330|GSM337331|GSM337332|GSM337333|GSM337334|GSM337335|GSM337336|GSM337337|GSM337338|GSM337339|GSM337340|GSM337341|GSM337342|GSM337343|GSM337344|GSM337345|GSM337346|GSM337347|GSM337348|GSM337349|GSM337350|GSM337351|GSM337352|GSM337353|GSM337354|GSM337355|GSM337356|GSM337357|GSM337358|GSM337359|GSM337360|GSM337361|GSM337362|GSM337363|GSM337364|GSM337365|GSM337366|GSM337367|GSM337368|GSM337369|GSM337370|GSM337371|GSM337372|GSM337373|GSM337374|GSM337375|GSM337376,GPL570,C0263361,1.0
dz:30,Lung Tissue,GSM134757|GSM134759|GSM134761|GSM134763|GSM134764|GSM134765|GSM134770|GSM134778|GSM134781|GSM134785,Joel.Dudley,nonspecific interstitial pneumonia,DOID:2801,GSE5774,human,GSM133542|GSM133547|GSM133674|GSM133680|GSM133683|GSM134590|GSM134594|GSM134596|GSM134598|GSM134600|GSM134654|GSM134656|GSM134669|GSM134671|GSM134673|GSM134675|GSM134677|GSM134679|GSM134681|GSM134683|GSM134685|GSM134711|GSM134724|GSM134727|GSM134730|GSM134733,GPL4255,C1290344,1.0
dz:117,Epidermis,GSM71671|GSM71672|GSM71673|GSM71674|GSM71675|GSM71676|GSM71677,Joel.Dudley,melanoma,DOID:1909,GSE3189,human,GSM71696|GSM71697|GSM71698|GSM71699|GSM71700|GSM71701|GSM71702|GSM71703|GSM71704|GSM71705|GSM71706|GSM71707|GSM71708|GSM71709|GSM71710|GSM71711|GSM71712|GSM71713|GSM71714|GSM71715|GSM71716|GSM71717|GSM71718|GSM71719|GSM71720|GSM71721|GSM71722|GSM71723|GSM71724|GSM71725|GSM71726|GSM71727|GSM71728|GSM71729|GSM71730|GSM71731|GSM71732|GSM71733|GSM71734|GSM71735|GSM71736|GSM71737|GSM71738|GSM71739|GSM71740,GPL96,C0025202,1.0
dz:221,Hepatic Tissue,GSM88877|GSM88878|GSM88879|GSM88880|GSM88881,Joel.Dudley,Hypercholesteremia,,GSE3889,mouse,GSM88872|GSM88873|GSM88874|GSM88875|GSM88876,GPL1261,C0020443,1.0
dz:33,Retina,GSM3182|GSM3185|GSM3186|GSM3187|GSM3214|GSM3215|GSM3216|GSM3217|GSM3218|GSM3219|GSM3220|GSM3221|GSM3222|GSM3223|GSM3224,Joel.Dudley,retinitis pigmentosa,DOID:10584,GSE128,mouse,GSM3225|GSM3226|GSM3227|GSM3228|GSM3229|GSM3230|GSM3231|GSM3232|GSM3233|GSM3234|GSM3235|GSM3236|GSM3237|GSM3238|GSM3239,GPL81,C0035334,1.0
dz:436,Lung Tissue,GSM47476|GSM47477|GSM47478|GSM47479|GSM47481|GSM47483|GSM47484|GSM47486|GSM47487|GSM47488|GSM47492|GSM47495|GSM47498|GSM47500|GSM47506|GSM47507|GSM47508|GSM47509|GSM47510|GSM47513,Joel.Dudley,allergic asthma,DOID:9415,GSE3184,mouse,GSM47474|GSM47475|GSM47480|GSM47482|GSM47485|GSM47489|GSM47490|GSM47491|GSM47493|GSM47494|GSM47496|GSM47497|GSM47499|GSM47501|GSM47502|GSM47503|GSM47504|GSM47505|GSM47511|GSM47512,GPL339,C0155877,1.0
dz:670,skeletal muscle (triceps),GSM725364|GSM725365|GSM725366|GSM725367,lrallison,neurofibromatosis,DOID:8712,GSE29343,mouse,GSM725368|GSM725369|GSM725370|GSM725371,GPL6246,C0220695,1.0
dz:673,deltoid,GSM892343|GSM892348|GSM892352|GSM892358|GSM892360|GSM892364|GSM892368|GSM892372|GSM892376|GSM892380|GSM892386|GSM892390,candicek,facioscapulohumeral muscular dystrophy,DOID:11727,GSE36398,human,GSM892341|GSM892346|GSM892350|GSM892354|GSM892356|GSM892362|GSM892366|GSM892370|GSM892374|GSM892378|GSM892382|GSM892384|GSM892388,GPL6244,C0238288,1.0
dz:672,bicep,GSM892344|GSM892347|GSM892351|GSM892357|GSM892359|GSM892363|GSM892367|GSM892371|GSM892375|GSM892379|GSM892385|GSM892389,candicek,facioscapulohumeral muscular dystrophy,DOID:11727,GSE36398,human,GSM892342|GSM892345|GSM892349|GSM892353|GSM892355|GSM892361|GSM892365|GSM892369|GSM892373|GSM892377|GSM892381|GSM892383|GSM892387,GPL6244,C0238288,1.0
dz:674,quadriceps,GSM139501|GSM139502|GSM139503|GSM139504|GSM139505|GSM139506|GSM139507|GSM139508|GSM139509|GSM139510|GSM139511|GSM139512|GSM139513|GSM139514,candicek,Duchenne muscular dystrophy,DOID:11723,GSE6011,human,GSM139515|GSM139516|GSM139517|GSM139518|GSM139519|GSM139520|GSM139521|GSM139522|GSM139523|GSM139524|GSM139525|GSM139526|GSM139527|GSM139528|GSM139529|GSM139530|GSM139531|GSM139532|GSM139533|GSM139534|GSM139535|GSM139536|GSM139537,GPL96,C0013264,1.0
dz:240,Femur,GSM29016|GSM29029|GSM29030|GSM29031|GSM29032|GSM29033|GSM29034,Joel.Dudley,Fracture of femur,,GSE1685,rat,GSM29017|GSM29018|GSM29019|GSM29020|GSM29021|GSM29022|GSM29023|GSM29024|GSM29025|GSM29026|GSM29027|GSM29028,GPL85,C0015802,1.0
dz:677,whole heart,GSM147451|GSM147452|GSM147459|GSM147460|GSM147461|GSM147462|GSM147463|GSM147465,candicek,Emery-Dreifuss muscular dystrophy,DOID:11726,GSE8000,mouse,GSM147514|GSM147515|GSM147516|GSM147517|GSM147518|GSM147519,GPL1261,C0410189,1.0
